Fraudolent,SMS_test,ID,Date and Time
0,I've got it down to a tea. not sure which flavour,HB6SZL5,2017-10-22
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,4VGV3OZ,2018-07-26
0,I'm at work. Please call,MJCQ4QF,2018-03-19
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,C2IR1SA,2018-08-21
0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,85KT3K2,2017-11-12
0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,KTRWLTV,2017-12-09
0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,RS2TWL6,2018-07-26
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",C811Q17,2016-07-23
0,"That's cool, I'll come by like  &lt;#&gt; ish",09W20Z3,2016-08-11
0,S:)but he had some luck.2 catches put down:),6UO53AN,2016-02-28
0,Heehee that was so funny tho,AY6GVHP,2018-09-01
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,HZCKC1T,2017-08-15
0,aathi..where are you dear..,Y1OK8UW,2018-02-07
0,The battery is for mr adewale my uncle. Aka Egbon,AZUSJW4,2017-11-15
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",E61T59B,2016-10-10
0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",OTXGYF7,2017-03-04
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,KU49ACP,2016-06-08
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.,7ZKTU56,2017-09-17
0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ZVSX262,2017-04-01
0,There are no other charges after transfer charges and you can withdraw anyhow you like,BQQ0L2X,2017-07-04
0,I keep ten rs in my shelf:) buy two egg.,Q377VZP,2017-03-31
0,Doing project w frens lor.,5DIA5LX,2018-01-06
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",CM53PZK,2017-09-29
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",Z1QU58N,2016-06-05
0,Lol no. U can trust me.,8ZOSJR7,2016-11-04
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,E9TTTIX,2016-06-15
0,R we going with the  &lt;#&gt;  bus?,VN7HEXR,2016-08-14
1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,67ACM9I,2017-10-08
0,"Sorry, I'll call later",57WVM4P,2017-07-22
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,Q7U9ANR,2016-04-09
0,Omg how did u know what I ate?,V9RIK18,2017-09-26
0,Got meh... When?,IV2JYTO,2017-04-08
0,Boo what time u get out? U were supposed to take me shopping today. :(,SZ8HG23,2016-04-04
0,"Sorry, I'll call later ok bye",0LPR5PJ,2016-03-31
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",7U0KDPF,2017-06-30
1,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),4PFYMLP,2016-09-14
0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",E0VAFI7,2017-09-05
1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,O1Y5PN1,2018-03-31
0,No go. No openings for that room 'til after thanksgiving without an upcharge.,MB7MDFL,2017-03-12
0,Hmmm:)how many players selected?,HKA1KHZ,2017-12-30
0,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,K7TYGID,2016-11-13
0,Carlos says we can pick up from him later so yeah we're set,UKSKESO,2018-05-09
0,Ill call you evening ill some ideas.,0HELDR3,2016-11-17
0,K..k:)how about your training process?,NK377X9,2016-12-19
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,3AT83VZ,2017-10-14
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",MI433TO,2016-04-26
0,I am in a marriage function,IIS7U3F,2017-02-05
0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,GR9JEP0,2016-02-19
0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,XMLPSOZ,2017-10-27
0,How much u trying to get?,LZ04SVL,2017-03-16
0,Yes i will be there. Glad you made it.,UOWLA5F,2016-10-13
0,:-( that's not v romantic!,SY5YST1,2016-09-30
0,I know complain num only..bettr directly go to bsnl offc nd apply for it..,52PAMU0,2017-08-31
0,No i am not having not any movies in my laptop,UZ75PI8,2016-08-13
0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,98WSL0C,2018-07-13
0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,G3ERIPO,2016-09-08
0,What's the significance?,1Y5TO87,2018-02-01
0,I'm on the bus. Love you,2Y9KY8M,2016-02-25
0,"And that's fine, I got enough bud to last most of the night at least",HCF2Y9W,2018-04-04
0,i am seeking a lady in the street and a freak in the sheets. Is that you?,7CGQITQ,2016-02-28
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",NXMWRX7,2016-08-24
0,"Me, i dont know again oh",6CJEK4J,2016-04-29
0,You have got tallent but you are wasting.,FSG5LRO,2018-04-08
0,I am literally in bed and have been up for like  &lt;#&gt;  hours,DSOBF4Q,2016-05-24
0,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",IDDRUKC,2017-12-22
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,6HZXVJ3,2017-08-18
0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,U554LEB,2018-02-19
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,19N12G6,2018-08-10
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",A4ZAP87,2016-09-22
1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,MNLBYTT,2017-06-04
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",9QBKVMA,2016-06-27
0,So no messages. Had food?,LKL9PXM,2017-11-23
0,Yes:)from last week itself i'm taking live call.,4CS3YFC,2016-05-17
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,RZCVPP4,2017-08-08
0,Oh wow thats gay. Will firmware update help,82XNJ6Y,2016-07-16
0,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,4ONSCDW,2016-08-19
0,Then why you not responding,8LRFQA5,2017-08-18
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,RR4V1P9,2016-11-25
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",S6WXQGQ,2016-02-15
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",RT170CP,2016-12-28
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,DLLVNHC,2018-06-27
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,63OOBD5,2018-02-15
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",Z40QODT,2016-05-04
0,How much i gave to you. Morning.,IKBINCC,2017-01-09
0,I'm in inside office..still filling forms.don know when they leave me.,L1QHDNM,2017-06-27
0,Yup ok...,U854DDB,2017-07-05
0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",X9945RU,2016-09-06
0,Yo! Howz u? girls never rang after india. L,MFY8AR0,2016-10-12
0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",WSPZQCL,2018-07-25
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",CMEBQUU,2016-03-26
0,Just sleeping..and surfing,2MPJI8J,2017-02-28
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",457NK5Y,2017-03-05
0,Yo theres no class tmrw right?,WKH919E,2018-08-02
0,O. Guess they both got screwd,PGQQL0Z,2018-04-29
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,G67LJCA,2018-06-20
0,Mine here like all fr china then so noisy.,F0X82U5,2018-08-21
0,Reckon need to be in town by eightish to walk from * carpark.,9LBRLHM,2017-06-17
0,Si si. I think ill go make those oreo truffles.,KG4YHCZ,2016-12-18
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",NUJGHOU,2017-10-28
0,Convey my regards to him,993FF6U,2016-07-03
0,Wait 2 min..stand at bus stop,UW3524F,2017-03-02
0,I dont know why she.s not getting your messages,TD3LITT,2016-02-28
0,Thanks love. But am i doing torch or bold.,03J8OGU,2018-01-28
0,She.s find. I sent you an offline message to know how anjola's now.,TQMKD0X,2018-01-27
0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",2ENV9GH,2017-06-06
0,PICK UR FONE UP NOW U DUMB?,0KGRR15,2016-04-06
0,No need to buy lunch for me.. I eat maggi mee..,47URW0F,2016-05-23
0,Nah im goin 2 the wrks with j wot bout u?,TU8HD25,2016-08-08
0,Then i buy.,JXIDRW1,2016-12-17
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,Q2D4ROG,2018-06-28
0,"As usual..iam fine, happy &amp; doing well..:)",0YH8XUI,2017-10-11
0,Can ü send me a copy of da report?,VJXXPWV,2016-11-03
0,Sorry de i went to shop.,IJ7V7GS,2017-05-24
0,Send to someone else :-),HED142I,2018-08-26
0,have you ever had one foot before?,UJUZMW9,2017-12-13
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,1X8Q4TV,2017-03-20
1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,PGUWIAQ,2016-08-01
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",I3V0HKM,2017-02-06
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,CI1PHYA,2016-12-25
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,NJ2S5OF,2017-01-03
0,they released another Italian one today and it has a cosign option,KWPM5JK,2017-08-18
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",KJYF7TH,2017-08-08
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,H7X1G5G,2018-08-20
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",OTYOSGX,2016-07-01
0,K.k:)when are you going?,WTHZ90B,2016-07-15
0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",E01PKH7,2017-12-08
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,RDRW1IG,2016-03-12
0,Hmm thinking lor...,H7ZKN33,2016-11-16
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,8IES4YE,2017-10-19
0,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,06JNBVI,2017-07-17
0,Pls accept me for one day. Or am begging you change the number.,XABSVBM,2018-03-20
1,You have 1 new message. Call 0207-083-6089,J35CF3C,2018-04-25
0,"Sorry,  in meeting I'll call you later",QG0SEWX,2017-10-19
0,Gettin rdy to ship comp,3I0RWDK,2018-07-03
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,SDHEVK7,2017-01-03
0,In which place i can get rooms cheap:-),LCHOOY4,2016-02-29
0,You dont know you jabo me abi.,5VN40CV,2016-10-17
0,jay says he'll put in  &lt;#&gt;,CY3JSNK,2016-12-07
0,Hey morning what you come to ask:-) pa...,07FEEZZ,2016-08-27
0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",Z91PLWD,2016-11-05
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",SYV5IKM,2018-03-01
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),FEIJQML,2017-07-21
0,Howz that persons story,3S2784G,2016-03-11
0,Can you just come in for a sec? There's somebody here I want you to see,68J2MX9,2017-06-10
1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,YA6JCOT,2017-05-14
0,Its good to hear from you,L7GT8IX,2017-02-17
0,Or ill be a little closer like at the bus stop on the same street,DMWVG9A,2016-05-05
0,Ha... U jus ate honey ar? So sweet...,4WFMB4D,2017-02-03
0,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,SQHB7QY,2016-12-31
0,Good morning princess! How are you?,LX9FBTU,2016-04-21
0,U still painting ur wall?,KRNDKMQ,2016-10-03
0,The bus leaves at  &lt;#&gt;,KXIPTQT,2016-06-10
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,U1ARUUB,2016-04-06
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,GC5KWLH,2017-01-11
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),Q97RQMW,2018-01-09
0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,UTUOJ2D,2018-02-22
0,Dhoni have luck to win some big title.so we will win:),8SXQG8P,2016-07-10
0,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",TV9WGHL,2017-09-24
0,Esplanade lor. Where else...,D2MLJU2,2016-06-20
0,If you ask her or she say any please message.,0LYIZNA,2017-04-12
0,Why you Dint come with us.,2TEZP9P,2016-03-02
0,But i'll b going 2 sch on mon. My sis need 2 take smth.,GZVESGC,2016-05-23
0,"Now, whats your house # again ? And do you have any beer there ?",4W5V53A,2016-03-10
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,EIOZYF8,2016-04-24
0,"Ok omw now, you at castor?",OE1W7FC,2016-05-15
0,We have all rounder:)so not required:),P9QG05N,2018-05-07
0,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ZJSJ1Y3,2016-06-14
0,No. Thank you. You've been wonderful,LJ6X0EE,2017-11-09
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,U4YJFF9,2017-06-17
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",H9JHG1Y,2017-01-06
0,Huh i cant thk of more oredi how many pages do we have?,OJU89OF,2017-04-24
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,KYMH7NW,2017-01-31
0,There is no sense in my foot and penis.,COZ5NKY,2018-02-28
0,You're right I have now that I think about it,VLKV8XM,2017-07-30
0,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,IQ1RH0C,2016-06-04
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",2Y0A8EL,2016-10-27
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0AZ3QFN,2016-10-06
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",6IB0IYX,2017-01-21
0,"Yeah why not, is the gang all ready",E7AX1JC,2016-06-07
0,Ya! when are ü taking ure practical lessons? I start in june..,NDMHQGW,2017-09-08
1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,8CHZRAW,2016-07-05
0,Nope... C ü then...,8MXKCRU,2017-07-03
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",6UT1WIO,2017-05-27
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",3WH3QNG,2018-03-03
0,Are u coming to the funeral home,YC796X3,2016-08-16
0,Still chance there. If you search hard you will get it..let have a try :),AG82SJV,2017-04-13
0,"Sir Goodmorning, Once free call me.",JWRZCV7,2016-02-18
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",I2DPYXY,2018-03-15
0,Still otside le..u come 2morrow maga..,M8W898W,2016-12-26
0,Aight sorry I take ten years to shower. What's the plan?,BMGRT02,2016-04-24
0,Sweet heart how are you?,LQ4NAMU,2017-03-16
0,R u here yet? I'm wearing blue shirt n black pants.,FOVQ0LZ,2018-07-02
0,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",MN4EG24,2017-06-28
0,Ya:)going for restaurant..,0MNSCX1,2016-11-06
0,Yup,NJN730Z,2016-02-19
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",SNHGYBX,2017-01-07
0,Hey happy birthday...,1K20RY8,2018-04-26
0,Nan sonathaya soladha. Why boss?,NY8H842,2017-02-25
0,There bold 2  &lt;#&gt; . Is that yours,NCBG8AS,2016-03-29
0,"Me also da, i feel yesterday night  wait til 2day night dear.",17FF622,2017-02-18
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",P671T28,2018-08-27
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,RIAQO8A,2016-03-18
1,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,EJG10XH,2016-02-27
0,&lt;#&gt;  mins but i had to stop somewhere first.,GA919B3,2018-09-11
0,My sister going to earn more than me da.,QLK1D5C,2017-08-31
0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",D6ANA49,2016-11-09
0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",95S7XFC,2016-12-19
0,U calling me right? Call my hand phone...,30GTIMP,2017-01-08
0,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,L0C5YNL,2016-08-14
0,K.then any other special?,W29YNSV,2018-03-01
0,How will I creep on you now? ;_;,UHV70KU,2016-06-27
1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",RYVGOKY,2017-01-11
0,As in i want custom officer discount oh.,3BVBY59,2018-03-20
0,When're you guys getting back? G said you were thinking about not staying for mcr,YIQU0IH,2017-08-14
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,5XDRJAP,2016-05-13
0,"K, wat s tht incident?",BSM8LQS,2017-03-11
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,5R48XLS,2016-12-01
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,B0WVJ61,2017-01-01
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",SYO7II4,2016-10-29
0,"I‘ve got some salt, you can rub it in my open wounds if you like!",40D20UZ,2017-07-01
0,Does uncle timi help in clearing cars,T1A43U6,2016-05-23
0,Ok i msg u b4 i leave my house.,M2XD66F,2018-09-12
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,K0A9BT0,2016-11-26
0,That's y u haf 2 keep me busy...,BYW29XJ,2016-06-09
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,ARAZRGD,2018-04-19
0,Okay. I've seen it. So i should pick it on friday?,AABTFME,2017-01-29
0,Compliments to you. Was away from the system. How your side.,1YV7LY5,2017-03-02
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",WVVGB0K,2018-09-15
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",XIDKYHC,2016-08-11
0,3 pa but not selected.,LWDKRVI,2017-01-07
0,Check audrey's status right now,K4BU832,2016-11-14
0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",O17QQSM,2017-11-10
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!,TA8HFXP,2016-04-24
0,Hey gals...U all wanna meet 4 dinner at nìte?,KT7GMFR,2016-04-07
0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,GJ7NTRP,2016-12-09
0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",EVA66HT,2016-10-31
0,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",8Z5Q9XF,2018-06-09
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0JU13R6,2017-04-28
0,Ok thanx... Take care then...,5RKDF1C,2016-04-02
0,Please tell me you have some of that special stock you were talking about,MKCYEXM,2016-06-30
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",J17DFH2,2018-01-16
0,And maybe some pressies,M15DNAL,2016-08-11
0,I finished my lunch already. U wake up already?,0SQ5VMX,2017-06-24
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,VVF5I5J,2017-08-13
1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,H4ND47N,2016-07-17
0,Tell them the drug dealer's getting impatient,8UKEVD3,2018-06-13
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,N7WGX91,2017-01-18
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",56E1P4Q,2018-01-07
0,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,9MP53GU,2016-08-23
0,Thank u!,7MKE633,2017-09-29
0,Yeah confirmed for you staying at  that weekend,EJ54PHV,2017-02-06
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,ECHMHLH,2018-08-25
0,He remains a bro amongst bros,JZYT4EU,2017-09-08
0,Nationwide auto centre (or something like that) on Newport road. I liked them there,EEDB2P3,2018-06-22
0,Captain is in our room:),DMF1YC0,2017-11-11
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,ZUVV971,2016-05-04
0,I had askd u a question some hours before. Its answer,RTVF9J2,2017-07-06
0,Ok.,ASA6S8Y,2018-01-25
0,Ball is moving a lot.will spin in last :)so very difficult to bat:),MF56LC8,2016-07-04
0,Yup i've finished c ü there...,QMETJQ6,2017-04-22
0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0N9OHQU,2016-08-02
1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,M81N117,2016-06-07
0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,G0QTJF2,2018-07-31
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",GO3R4KN,2017-06-22
0,I'll probably be by tomorrow (or even later tonight if something's going on),Y4TUQ8N,2017-07-13
0,How are you with moneY...as in to you...money aint a thing....how are you sha!,4JB3L2T,2018-09-13
0,Hi! This is Roger from CL. How are you?,E5KAK7T,2017-08-18
0,have got * few things to do. may be in * pub later.,E4JE2IY,2016-08-13
0,Want to finally have lunch today?,FKNPF34,2016-09-10
0,Genius what's up. How your brother. Pls send his number to my skype.,Z8QIBBB,2018-01-23
0,"Dad wanted to talk about the apartment so I got a late start, omw now",0PSM8TC,2017-10-29
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",QJQFC4D,2016-10-14
0,Ok i go change also...,55FL0MS,2016-04-17
0,Jus finish watching tv... U?,Y2SL7HB,2017-05-12
